MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
200000039,2024-06-02T13:18:00,32.51573,31.32878,8.1,252.7,252,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T13:18:00,28.2662,27.2844,11.9,230.9,230,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T13:24:00,32.85678,33.9532,7.7,332.1,332,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T13:24:00,32.01324,35.27527,5.4,283.9,283,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000013,2024-06-02T13:24:00,32.81608,36.30613,10.4,69.3,69,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-02T13:24:00,31.2301,33.76766,6.7,124.0,124,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T13:24:00,31.11905,35.84083,5.8,107.7,107,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T13:24:00,31.29283,34.89953,7.4,75.8,75,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000036,2024-06-02T13:24:00,31.52199,33.57782,6.8,288.3,288,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T13:24:00,33.85335,34.47585,10.0,305.3,305,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T13:24:00,32.51077,31.31406,7.9,250.0,250,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T13:24:00,28.25335,27.26576,12.4,234.7,234,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T13:30:00,32.86848,33.94691,7.2,330.0,330,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T13:30:00,32.01454,35.26629,5.3,285.9,285,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000013,2024-06-02T13:30:00,32.82233,36.32541,10.1,68.2,68,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-02T13:30:00,31.22283,33.77677,6.3,124.9,124,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T13:30:00,31.11568,35.85122,5.1,105.4,105,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T13:30:00,31.29688,34.91395,7.1,75.1,75,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000036,2024-06-02T13:30:00,31.52615,33.56324,7.0,285.1,285,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T13:30:00,33.86216,34.45844,10.2,301.9,301,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T13:30:00,32.50687,31.2988,8.2,250.1,250,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T13:30:00,28.24106,27.24774,12.0,232.4,232,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T13:36:00,32.87789,33.93868,7.5,330.5,330,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T13:36:00,32.01811,35.25676,4.9,283.8,283,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000014,2024-06-02T13:36:00,31.21689,33.7883,6.7,126.4,126,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T13:36:00,31.11305,35.86084,5.4,105.5,105,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T13:36:00,31.30002,34.92843,7.6,71.6,71,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000036,2024-06-02T13:36:00,31.52859,33.54933,7.1,284.4,284,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T13:36:00,33.87169,34.44165,10.3,303.3,303,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T13:36:00,32.5015,31.28292,7.7,253.9,253,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T13:36:00,28.22903,27.22996,11.6,234.3,234,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T13:42:00,32.88954,33.93201,7.5,330.4,330,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T13:42:00,32.01915,35.24604,5.4,283.4,283,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000014,2024-06-02T13:42:00,31.2105,33.79907,6.3,128.6,128,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T13:42:00,31.11018,35.87151,5.2,108.3,108,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T13:42:00,31.30389,34.94181,7.4,73.9,73,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000036,2024-06-02T13:42:00,31.53283,33.53659,7.4,284.9,284,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T13:42:00,33.88065,34.42634,10.4,306.0,306,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T13:42:00,32.4991,31.26836,7.8,254.0,254,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T13:42:00,28.21779,27.21203,12.3,229.5,229,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T13:48:00,32.89905,33.92322,7.2,330.1,330,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T13:48:00,32.02131,35.23725,5.5,281.7,281,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000014,2024-06-02T13:48:00,31.20383,33.80945,6.6,124.9,124,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T13:48:00,31.10741,35.88168,5.1,106.4,106,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T13:48:00,31.30793,34.95545,7.5,73.9,73,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000032,2024-06-02T13:48:00,32.8106,31.28121,10.4,165.1,165,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000036,2024-06-02T13:48:00,31.53627,33.52231,6.8,284.7,284,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T13:48:00,33.89082,34.40748,10.3,305.8,305,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T13:48:00,32.49474,31.25317,8.1,252.2,252,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T13:48:00,28.20356,27.19412,12.3,232.6,232,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T13:54:00,32.91069,33.91588,7.5,329.1,329,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T13:54:00,32.02421,35.22561,5.4,283.8,283,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000014,2024-06-02T13:54:00,31.19682,33.81756,6.6,127.3,127,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T13:54:00,31.10481,35.8921,5.5,107.6,107,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T13:54:00,31.31078,34.96932,7.7,74.4,74,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000032,2024-06-02T13:54:00,32.79369,31.28738,10.2,161.3,161,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000036,2024-06-02T13:54:00,31.53882,33.50945,7.3,284.4,284,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T13:54:00,33.89846,34.39098,10.1,304.4,304,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T13:54:00,32.48865,31.23795,7.9,249.0,249,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T13:54:00,28.1931,27.17557,12.1,234.4,234,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T14:00:00,32.91987,33.90948,7.2,329.3,329,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T14:00:00,32.02667,35.21641,5.0,283.6,283,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000014,2024-06-02T14:00:00,31.19105,33.82799,6.7,124.3,124,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T14:00:00,31.10288,35.90258,5.6,109.3,109,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T14:00:00,31.31429,34.98259,7.1,72.4,72,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000032,2024-06-02T14:00:00,32.77723,31.29504,10.1,162.9,162,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000036,2024-06-02T14:00:00,31.54247,33.49635,7.4,283.4,283,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T14:00:00,33.90973,34.37397,10.0,302.2,302,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T14:00:00,32.48599,31.2227,7.9,249.9,249,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T14:00:00,28.17979,27.15823,12.0,231.4,231,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T14:06:00,32.93114,33.90134,7.2,326.6,326,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T14:06:00,32.02885,35.20714,5.4,283.1,283,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000013,2024-06-02T14:06:00,32.86051,36.43726,9.8,68.8,68,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-02T14:06:00,31.18354,33.83835,6.3,124.7,124,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T14:06:00,31.10029,35.91263,5.6,104.8,104,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T14:06:00,31.31754,34.99673,7.7,71.6,71,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000032,2024-06-02T14:06:00,32.75919,31.29899,10.4,163.2,163,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000036,2024-06-02T14:06:00,31.54569,33.483,7.0,285.6,285,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T14:06:00,33.91769,34.35617,10.6,302.3,302,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T14:06:00,32.48003,31.20831,8.2,254.1,254,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T14:06:00,28.16663,27.13962,12.0,234.8,234,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T14:12:00,32.94128,33.89394,7.4,327.4,327,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T14:12:00,32.03033,35.19681,5.1,285.0,285,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000013,2024-06-02T14:12:00,32.86743,36.45582,10.2,65.9,65,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-02T14:12:00,31.17838,33.84867,6.5,127.4,127,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T14:12:00,31.0975,35.92325,5.7,109.1,109,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T14:12:00,31.32129,35.01092,7.7,75.0,75,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000032,2024-06-02T14:12:00,32.74337,31.30579,10.8,162.7,162,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000036,2024-06-02T14:12:00,31.54959,33.46838,7.2,285.2,285,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T14:12:00,33.92801,34.33897,10.0,304.8,304,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T14:12:00,32.47645,31.19359,8.1,250.0,250,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T14:12:00,28.1558,27.12231,11.9,232.9,232,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T14:18:00,32.95209,33.88691,7.6,326.8,326,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T14:18:00,32.03234,35.18697,4.8,284.4,284,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000013,2024-06-02T14:18:00,32.87411,36.47371,10.3,69.6,69,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-02T14:18:00,31.17283,33.85832,6.7,125.3,125,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T14:18:00,31.09406,35.93208,5.1,108.7,108,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T14:18:00,31.32462,35.02441,7.6,75.4,75,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000032,2024-06-02T14:18:00,32.72668,31.31059,10.4,165.4,165,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000036,2024-06-02T14:18:00,31.55123,33.45663,7.0,287.5,287,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T14:18:00,33.93752,34.32118,10.4,304.0,304,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T14:18:00,32.47184,31.1776,8.2,249.6,249,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T14:18:00,28.14301,27.10428,12.2,229.6,229,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T14:24:00,32.9619,33.87982,7.3,330.0,330,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T14:24:00,32.03463,35.1766,5.3,286.0,286,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000013,2024-06-02T14:24:00,32.87917,36.49147,9.9,68.4,68,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-02T14:24:00,31.16561,33.86926,6.8,124.6,124,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T14:24:00,31.09077,35.94272,5.3,105.7,105,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T14:24:00,31.32792,35.03816,7.6,75.0,75,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000032,2024-06-02T14:24:00,32.71002,31.31855,10.6,165.6,165,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000036,2024-06-02T14:24:00,31.55577,33.44373,6.9,287.3,287,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T14:24:00,33.94663,34.30463,10.6,303.5,303,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T14:24:00,32.46845,31.16295,8.3,252.6,252,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T14:24:00,28.13032,27.0862,12.2,234.6,234,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T14:30:00,32.97274,33.87175,7.6,327.0,327,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T14:30:00,32.03669,35.16758,5.4,283.1,283,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000013,2024-06-02T14:30:00,32.88571,36.50966,9.8,67.1,67,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-02T14:30:00,31.16013,33.87946,6.3,124.9,124,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T14:30:00,31.08835,35.95255,5.6,107.5,107,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T14:30:00,31.33128,35.05193,7.5,70.8,70,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000032,2024-06-02T14:30:00,32.69307,31.32414,10.4,163.8,163,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000036,2024-06-02T14:30:00,31.55988,33.42864,7.4,285.9,285,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T14:30:00,33.95596,34.28762,10.4,301.6,301,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T14:30:00,32.46466,31.14833,8.1,249.7,249,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T14:30:00,28.11861,27.06769,12.0,232.2,232,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T14:36:00,32.98334,33.86474,7.6,329.2,329,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T14:36:00,32.03944,35.15758,5.4,282.4,282,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000013,2024-06-02T14:36:00,32.89262,36.52947,10.0,70.5,70,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-02T14:36:00,31.15296,33.88944,6.3,124.3,124,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T14:36:00,31.08587,35.96426,5.7,108.5,108,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T14:36:00,31.33496,35.06675,7.2,72.4,72,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000032,2024-06-02T14:36:00,32.67645,31.33152,10.4,164.0,164,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000036,2024-06-02T14:36:00,31.562,33.41589,7.3,285.1,285,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T14:36:00,33.96452,34.27017,10.0,303.1,303,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T14:36:00,32.45961,31.13286,7.8,248.3,248,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T14:36:00,28.10573,27.04954,12.1,233.7,233,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T14:42:00,32.99375,33.85696,7.3,329.9,329,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T14:42:00,32.04181,35.14777,5.1,284.2,284,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000013,2024-06-02T14:42:00,32.89813,36.54611,9.8,65.4,65,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-02T14:42:00,31.1467,33.89944,6.5,127.1,127,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T14:42:00,31.08312,35.97481,5.2,110.5,110,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T14:42:00,31.33883,35.07966,7.5,76.4,76,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000032,2024-06-02T14:42:00,32.65974,31.33519,10.3,164.0,164,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000036,2024-06-02T14:42:00,31.56556,33.40288,7.1,285.8,285,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T14:42:00,33.97383,34.25174,10.2,302.0,302,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T14:42:00,32.45472,31.11951,8.1,250.7,250,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T14:42:00,28.09478,27.03381,12.1,233.4,233,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T14:48:00,33.00533,33.84867,7.5,330.2,330,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T14:48:00,32.04262,35.13859,5.0,283.5,283,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000013,2024-06-02T14:48:00,32.89886,36.54952,10.0,69.1,69,MV SYNTH-013,IMO9775286,HCEC,80,0,113,18,8.4,Tanker,A
200000014,2024-06-02T14:48:00,31.13971,33.90977,6.5,127.3,127,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T14:48:00,31.07986,35.9836,5.4,107.2,107,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T14:48:00,31.3426,35.09332,7.1,76.6,76,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000032,2024-06-02T14:48:00,32.64258,31.34394,10.3,165.3,165,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000036,2024-06-02T14:48:00,31.56848,33.38904,6.8,285.2,285,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T14:48:00,33.98299,34.23532,10.0,305.2,305,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T14:48:00,32.44995,31.10398,8.0,252.7,252,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T14:48:00,28.08074,27.01506,12.4,230.7,230,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T14:54:00,33.01554,33.84132,7.6,328.0,328,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T14:54:00,32.04506,35.12845,5.2,283.2,283,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000014,2024-06-02T14:54:00,31.13396,33.92004,6.5,125.0,125,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T14:54:00,31.07721,35.99391,5.1,106.0,106,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T14:54:00,31.34547,35.10762,7.2,75.7,75,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000032,2024-06-02T14:54:00,32.62703,31.34857,10.4,161.5,161,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000036,2024-06-02T14:54:00,31.5711,33.37653,7.2,283.4,283,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T14:54:00,33.99251,34.21816,10.1,304.3,304,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T14:54:00,32.44523,31.08937,8.1,249.2,249,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
412345678,2024-06-02T14:54:00,28.06983,26.99718,12.1,233.1,233,MT SYNTH-SUSPECT,IMO9066172,GMLQ,80,0,124,18,15.6,Tanker,A
200000004,2024-06-02T15:00:00,33.02531,33.8341,7.5,330.5,330,MV SYNTH-004,IMO9615411,WFNP,30,0,317,39,6.5,Fishing,A
200000005,2024-06-02T15:00:00,32.04809,35.11812,4.8,284.4,284,MV SYNTH-005,IMO9598517,INKB,30,0,180,22,12.6,Fishing,A
200000014,2024-06-02T15:00:00,31.1279,33.93022,6.8,124.7,124,MV SYNTH-014,IMO9548698,HOYS,52,0,307,44,11.7,Tug,A
200000020,2024-06-02T15:00:00,31.07463,36.00378,5.7,106.2,106,MV SYNTH-020,IMO9854356,GMXJ,30,0,327,47,6.8,Fishing,A
200000028,2024-06-02T15:00:00,31.34853,35.12287,7.7,74.3,74,MV SYNTH-028,IMO9471924,DZER,52,0,322,40,14.4,Tug,A
200000032,2024-06-02T15:00:00,32.60965,31.35464,10.4,160.7,160,MV SYNTH-032,IMO9334780,DIWY,52,0,310,45,16.4,Tug,A
200000036,2024-06-02T15:00:00,31.57523,33.36213,6.9,283.2,283,MV SYNTH-036,IMO9697099,SGLA,30,0,298,38,9.6,Fishing,A
200000037,2024-06-02T15:00:00,34.00257,34.20111,10.3,300.2,300,MV SYNTH-037,IMO9252612,GSEJ,80,0,127,17,13.2,Tanker,A
200000039,2024-06-02T15:00:00,32.44146,31.07313,7.8,252.5,252,MV SYNTH-039,IMO9557350,JVEL,52,0,219,34,10.1,Tug,A
